SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
15438,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,04-09-2020 16:30,10.06
15439,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,04-09-2020 17:30,10.06
15440,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,04-09-2020 18:30,10.06
15441,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,04-09-2020 19:30,10.06
15442,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,06-09-2020 02:30,10.06
15443,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,06-09-2020 03:30,10.06
15444,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,06-09-2020 04:30,10.06
15445,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,06-09-2020 05:30,10.06
15446,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,06-09-2020 06:30,10.06
15447,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,06-09-2020 07:30,10.06
15448,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,06-09-2020 08:30,10.06
15449,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 05:30,10.06
15450,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 06:30,10.06
15451,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 07:30,10.06
15452,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 08:30,10.06
15453,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 09:30,10.06
15454,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 10:30,10.06
15455,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 11:30,10.06
15456,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 12:30,10.06
15457,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 13:30,10.06
15458,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 14:30,10.06
15459,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 16:30,10.06
15460,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,07-09-2020 17:30,10.06
15461,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 05:30,10.06
15462,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 06:30,10.06
15463,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 07:30,10.06
15464,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 08:30,10.06
15465,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 10:30,10.06
15466,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 11:30,10.06
15467,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 12:30,10.06
15468,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 13:30,10.06
15469,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 14:30,10.06
15470,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 15:30,10.06
15471,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 16:30,10.06
15472,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 17:30,10.06
15473,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 18:30,10.06
15474,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 19:30,10.06
15475,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 20:30,10.06
15476,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 21:30,10.06
15477,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 22:30,10.06
15478,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,08-09-2020 23:30,10.06
15479,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 00:30,10.06
15480,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 01:30,10.06
15481,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 02:30,10.06
15482,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 03:30,10.06
15483,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 04:30,10.06
15484,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 05:30,10.06
15485,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 06:30,10.06
15486,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 07:30,10.06
15487,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 08:30,10.06
15488,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 09:30,10.06
15489,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 10:30,10.06
15490,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 11:30,10.06
15491,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 12:30,10.06
15492,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 13:30,10.06
15493,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 14:30,10.06
15494,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 15:30,10.06
15495,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 16:30,10.06
15496,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 17:30,10.06
15497,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 18:30,10.06
15498,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 19:30,10.06
15499,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 20:30,10.06
15500,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 21:30,10.06
15501,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 22:30,10.06
15502,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,09-09-2020 23:30,10.06
15503,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 00:30,10.06
15504,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 01:30,10.06
15505,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 02:30,10.06
15506,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 03:30,10.06
15507,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 04:30,10.06
15508,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 05:30,10.06
15509,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 06:30,10.06
15510,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 07:30,10.06
15511,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 08:30,10.06
15512,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 09:30,10.06
15513,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 18:30,10.06
15514,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 19:30,10.06
15515,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 20:30,10.06
15516,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,10-09-2020 21:30,10.06
15517,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 05:30,10.06
15518,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 06:30,10.06
15519,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 07:30,10.06
15520,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 08:30,10.06
15521,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 09:30,10.06
15522,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 10:30,10.06
15523,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 11:30,10.06
15524,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 12:30,10.06
15525,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 13:30,10.06
15526,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 14:30,10.06
15527,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 15:30,10.06
15528,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 16:30,10.06
15529,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 17:30,10.06
15530,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 18:30,10.06
15531,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 19:30,10.06
15532,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 20:30,10.06
15533,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 21:30,10.06
15534,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 22:30,10.06
15535,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,11-09-2020 23:30,10.06
15536,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 05:30,10.06
15537,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 06:30,10.06
15538,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 07:30,10.06
15539,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 08:30,10.06
15540,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 09:30,10.06
15541,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 10:30,10.06
15542,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 11:30,10.06
15543,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 12:30,10.06
15544,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 13:30,10.06
15545,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 14:30,10.06
15546,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 15:30,10.06
15547,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 16:30,10.06
15548,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 17:30,10.06
15549,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 18:30,10.06
15550,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 19:30,10.06
15551,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 20:30,10.06
15552,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 21:30,10.06
15553,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 22:30,10.06
15554,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,14-09-2020 23:30,10.06
15555,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 00:30,10.06
15556,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 01:30,10.06
15557,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 02:30,10.06
15558,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 03:30,10.06
15559,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 04:30,10.06
15560,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 05:30,10.06
15561,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 06:30,10.06
15562,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 07:30,10.06
15563,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 08:30,10.06
15564,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 09:30,10.06
15565,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 10:30,10.06
15566,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 11:30,10.06
15567,Nellore CWC,CWC,28,Andhra Pradesh,515,NELLORE,NELLORE,-,-,Pennar,Pennar,-,-,-,Pennar,14.47027778,79.98888889,Yes,7.2300,53.00,15-09-2020 12:30,10.06
