event_id,flood_event_date,timestamp,state,district,flood_severity,duration_hours,flood_history_count,population_affected,road_closures,bridge_closures,cause
FLOOD007721,29-06-2025,29-06-2025 12:00,Tamil Nadu,Thanjavur,Severe,4.1,3,1635.0,1,1.0,River Overflow
FLOOD007722,06-10-2025,06-10-2025 12:00,Maharashtra,Nagpur,Severe,5.5,4,2961.0,3,1.0,Heavy Rainfall
FLOOD007723,22-07-2025,22-07-2025 17:00,Bihar,Darbhanga,Severe,2.0,3,1358.0,1,0.0,Heavy Rainfall
FLOOD007724,28-05-2025,28-05-2025 09:00,Kerala,Alappuzha,Severe,2.0,1,2441.0,2,0.0,River Overflow
FLOOD007725,11-06-2025,11-06-2025 04:00,Uttar Pradesh,Prayagraj,Severe,3.6,4,2385.0,2,2.0,River Overflow
FLOOD007726,19-10-2025,19-10-2025 19:00,Kerala,Kozhikode,Severe,10.8,8,3266.0,2,0.0,River Overflow
FLOOD007727,18-04-2025,18-04-2025 13:00,Assam,Dhemaji,Severe,4.4,4,2653.0,0,0.0,Heavy Rainfall
FLOOD007728,27-02-2025,27-02-2025 00:00,Tamil Nadu,Coimbatore,Moderate,4.4,3,1596.0,1,2.0,River Overflow
FLOOD007729,30-01-2026,30-01-2026 13:00,Uttar Pradesh,Varanasi,Moderate,3.2,2,1819.0,0,1.0,Heavy Rainfall
FLOOD007730,08-12-2025,08-12-2025 13:00,Tamil Nadu,Thanjavur,Severe,7.5,6,2187.0,1,0.0,Heavy Rainfall
FLOOD007731,25-01-2025,25-01-2025 21:00,Uttar Pradesh,Varanasi,Moderate,3.5,4,1386.0,0,0.0,Cyclonic Rain
FLOOD007732,01-07-2025,01-07-2025 07:00,Uttar Pradesh,Varanasi,Severe,2.7,3,2562.0,5,1.0,River Overflow
FLOOD007733,22-09-2025,22-09-2025 10:00,Tamil Nadu,Tiruppur,Severe,4.5,3,3004.0,2,0.0,Urban Waterlogging
FLOOD007734,10-01-2026,10-01-2026 00:00,Maharashtra,Pune,Severe,2.0,0,1285.0,2,0.0,Heavy Rainfall
FLOOD007735,23-09-2025,23-09-2025 19:00,Bihar,Gaya,Severe,6.1,5,2429.0,2,0.0,Cyclonic Rain
FLOOD007736,18-07-2025,18-07-2025 06:00,Assam,Dibrugarh,Severe,5.4,5,1922.0,1,0.0,River Overflow
FLOOD007737,27-01-2025,27-01-2025 22:00,Gujarat,Surat,Severe,8.3,5,2814.0,3,0.0,Heavy Rainfall
FLOOD007738,23-09-2025,23-09-2025 21:00,Odisha,Cuttack,Severe,3.6,3,1188.0,1,1.0,Heavy Rainfall
FLOOD007739,10-11-2025,10-11-2025 15:00,Bihar,Gaya,Severe,10.1,7,1625.0,0,0.0,Heavy Rainfall
FLOOD007740,09-02-2026,09-02-2026 01:00,Bihar,Muzaffarpur,Severe,5.5,5,4220.0,4,1.0,River Overflow
FLOOD007741,08-09-2025,08-09-2025 23:00,Odisha,Cuttack,Severe,2.4,4,3502.0,3,1.0,River Overflow
FLOOD007742,28-11-2025,28-11-2025 10:00,Bihar,Bhagalpur,Severe,2.7,2,1940.0,2,0.0,Heavy Rainfall
FLOOD007743,26-10-2025,26-10-2025 13:00,Assam,Dibrugarh,Severe,2.0,2,2693.0,3,2.5,Heavy Rainfall
FLOOD007744,25-05-2025,25-05-2025 12:00,Tamil Nadu,Madurai,Severe,2.0,3,2077.0,1,1.0,Cyclonic Rain
FLOOD007745,21-11-2025,21-11-2025 21:00,Bihar,Bhagalpur,Severe,7.4,6,2224.0,1,0.0,River Overflow
FLOOD007746,17-11-2025,17-11-2025 17:00,Uttar Pradesh,Lucknow,Severe,6.9,4,1880.0,1,0.0,Cyclonic Rain
FLOOD007747,05-05-2025,05-05-2025 14:00,Uttar Pradesh,Kanpur,Moderate,12.3,8,566.0,2,0.0,Heavy Rainfall
FLOOD007748,27-01-2026,27-01-2026 23:00,Tamil Nadu,Madurai,Severe,8.2,7,2423.0,2,0.0,River Overflow
FLOOD007749,23-07-2025,23-07-2025 03:00,Gujarat,Vadodara,Severe,10.8,8,2209.0,0,1.0,River Overflow
FLOOD007750,17-04-2025,17-04-2025 00:00,Gujarat,Vadodara,Severe,4.6,3,1904.0,0,1.0,Heavy Rainfall
FLOOD007751,25-12-2025,25-12-2025 03:00,Kerala,Thrissur,Severe,6.2,4,1964.0,0,1.0,River Overflow
FLOOD007752,11-08-2025,11-08-2025 13:00,Tamil Nadu,Coimbatore,Severe,3.3,3,2937.0,1,0.0,Cyclonic Rain
FLOOD007753,07-03-2025,07-03-2025 07:00,Karnataka,Mangaluru,Severe,2.0,2,1518.0,0,0.0,Urban Waterlogging
FLOOD007754,21-02-2026,21-02-2026 10:00,Assam,Guwahati,Severe,6.5,5,2086.0,0,1.0,Cyclonic Rain
FLOOD007755,19-06-2025,19-06-2025 10:00,Assam,Guwahati,Severe,2.0,3,1819.0,2,2.0,River Overflow
FLOOD007756,16-06-2025,16-06-2025 04:00,West Bengal,Murshidabad,Severe,4.8,4,2902.0,1,0.0,Cyclonic Rain
FLOOD007757,20-10-2025,20-10-2025 23:00,Maharashtra,Nashik,Severe,2.6,3,3244.0,0,0.0,Heavy Rainfall
FLOOD007758,01-04-2025,01-04-2025 00:00,Assam,Jorhat,Severe,3.4,5,3270.0,4,0.0,Heavy Rainfall
FLOOD007759,29-01-2025,29-01-2025 13:00,Kerala,Kochi,Severe,6.4,5,2686.0,0,1.0,Heavy Rainfall
FLOOD007760,13-11-2025,13-11-2025 18:00,Assam,Barpeta,Severe,4.9,3,1956.0,2,0.0,Heavy Rainfall
FLOOD007761,21-11-2025,21-11-2025 08:00,Bihar,Muzaffarpur,Moderate,3.7,2,1683.0,2,0.0,Heavy Rainfall
FLOOD007762,16-05-2025,16-05-2025 03:00,Odisha,Balasore,Severe,4.1,3,2340.0,0,1.0,River Overflow
FLOOD007763,01-09-2025,01-09-2025 12:00,Maharashtra,Kolhapur,Moderate,5.2,3,1582.0,2,0.0,River Overflow
FLOOD007764,20-01-2026,20-01-2026 03:00,Assam,Barpeta,Severe,4.6,3,1775.0,1,0.0,River Overflow
FLOOD007765,13-04-2025,13-04-2025 13:00,Maharashtra,Mumbai,Severe,2.4,2,2069.0,1,0.0,Urban Waterlogging
FLOOD007766,20-06-2025,20-06-2025 03:00,Kerala,Kozhikode,Moderate,3.6,4,2541.0,0,0.0,River Overflow
FLOOD007767,29-04-2025,29-04-2025 05:00,Karnataka,Mysuru,Severe,4.1,4,2250.0,0,2.0,Heavy Rainfall
FLOOD007768,04-06-2025,04-06-2025 01:00,Assam,Dibrugarh,Severe,10.6,7,3335.0,1,2.0,Urban Waterlogging
FLOOD007769,25-10-2025,25-10-2025 00:00,Odisha,Kendrapara,Severe,3.4,2,3033.0,1,0.0,Heavy Rainfall
FLOOD007770,19-09-2025,19-09-2025 03:00,Tamil Nadu,Coimbatore,Severe,9.8,8,3614.0,2,2.0,Urban Waterlogging
FLOOD007771,25-07-2025,25-07-2025 21:00,Gujarat,Rajkot,Moderate,11.8,8,882.0,3,1.0,River Overflow
FLOOD007772,05-09-2025,05-09-2025 18:00,Kerala,Kozhikode,Severe,5.4,4,1693.0,2,0.0,Cyclonic Rain
FLOOD007773,10-07-2025,10-07-2025 23:00,Odisha,Puri,Severe,5.0,3,2528.0,0,0.0,River Overflow
FLOOD007774,30-08-2025,30-08-2025 00:00,West Bengal,Kolkata,Moderate,2.9,3,1023.0,1,1.0,Cyclonic Rain
FLOOD007775,18-06-2025,18-06-2025 08:00,Uttar Pradesh,Lucknow,Severe,4.4,4,1681.0,0,1.0,Cyclonic Rain
FLOOD007776,03-04-2025,03-04-2025 22:00,Kerala,Kozhikode,Severe,2.0,2,3431.0,0,0.0,River Overflow
FLOOD007777,12-11-2025,12-11-2025 09:00,Bihar,Gaya,Severe,3.3,4,2415.0,3,0.0,River Overflow
FLOOD007778,08-02-2025,08-02-2025 23:00,Tamil Nadu,Madurai,Moderate,2.7,1,781.0,2,0.0,River Overflow
FLOOD007779,07-04-2025,07-04-2025 16:00,Assam,Jorhat,Severe,4.3,4,2863.0,2,0.0,River Overflow
FLOOD007780,23-07-2025,23-07-2025 06:00,Gujarat,Bharuch,Severe,5.1,4,2714.0,2,1.0,Heavy Rainfall
FLOOD007781,22-01-2025,22-01-2025 17:00,Assam,Barpeta,Severe,4.8,3,3098.0,1,1.0,Heavy Rainfall
FLOOD007782,22-01-2025,22-01-2025 18:00,Maharashtra,Mumbai,Severe,4.4,5,3399.0,1,1.0,Heavy Rainfall
FLOOD007783,11-08-2025,11-08-2025 17:00,Tamil Nadu,Madurai,Severe,2.0,3,4258.0,5,2.0,Heavy Rainfall
FLOOD007784,16-02-2026,16-02-2026 12:00,Odisha,Cuttack,Severe,4.3,2,2146.0,0,0.0,Heavy Rainfall
FLOOD007785,20-05-2025,20-05-2025 23:00,Uttar Pradesh,Kanpur,Severe,3.8,3,1723.0,1,0.0,Heavy Rainfall
FLOOD007786,24-02-2025,24-02-2025 15:00,Kerala,Kottayam,Severe,4.7,4,2865.0,5,0.0,Heavy Rainfall
FLOOD007787,15-06-2025,15-06-2025 23:00,West Bengal,Murshidabad,Severe,6.0,6,2947.0,1,2.0,Urban Waterlogging
FLOOD007788,28-09-2025,28-09-2025 14:00,Gujarat,Rajkot,Moderate,5.2,3,1285.0,0,0.0,River Overflow
FLOOD007789,03-02-2026,03-02-2026 08:00,Assam,Guwahati,Severe,7.7,5,3088.0,4,1.0,Urban Waterlogging
FLOOD007790,13-03-2025,13-03-2025 12:00,Tamil Nadu,Tiruppur,Moderate,4.6,3,1516.0,0,2.5,River Overflow
FLOOD007791,02-02-2025,02-02-2025 12:00,Odisha,Bhubaneswar,Severe,2.0,0,3695.0,0,0.0,Cyclonic Rain
FLOOD007792,02-01-2026,02-01-2026 14:00,Odisha,Cuttack,Moderate,3.8,5,1913.0,0,0.0,River Overflow
FLOOD007793,09-12-2025,09-12-2025 23:00,Gujarat,Rajkot,Severe,2.8,3,2688.0,0,2.0,Cyclonic Rain
FLOOD007794,22-08-2025,22-08-2025 15:00,West Bengal,Kolkata,Moderate,5.0,4,1236.0,1,0.0,Urban Waterlogging
FLOOD007795,07-09-2025,07-09-2025 02:00,Uttar Pradesh,Gorakhpur,Severe,6.7,6,2966.0,1,0.0,Heavy Rainfall
FLOOD007796,28-01-2025,28-01-2025 03:00,Kerala,Kozhikode,Moderate,2.0,3,1944.0,0,0.0,Heavy Rainfall
FLOOD007797,06-06-2025,06-06-2025 03:00,Uttar Pradesh,Varanasi,Severe,3.6,3,3299.0,1,2.0,Heavy Rainfall
FLOOD007798,02-04-2025,02-04-2025 12:00,Odisha,Kendrapara,Moderate,7.9,6,844.0,1,1.0,Heavy Rainfall
FLOOD007799,17-12-2025,17-12-2025 18:00,Maharashtra,Nagpur,Moderate,3.4,4,856.0,3,1.0,Heavy Rainfall
FLOOD007800,16-01-2025,16-01-2025 09:00,Odisha,Puri,Severe,4.7,4,2826.0,2,1.0,Cyclonic Rain
FLOOD007801,16-02-2026,16-02-2026 20:00,Kerala,Alappuzha,Severe,6.6,5,3006.0,1,1.0,Heavy Rainfall
FLOOD007802,30-11-2025,30-11-2025 13:00,Kerala,Thrissur,Severe,4.6,5,3551.0,1,1.0,Cyclonic Rain
FLOOD007803,25-06-2025,25-06-2025 14:00,West Bengal,Darjeeling,Severe,10.3,7,3071.0,1,0.0,Heavy Rainfall
FLOOD007804,16-01-2025,16-01-2025 17:00,Kerala,Kozhikode,Severe,2.3,3,3916.0,1,1.0,Heavy Rainfall
FLOOD007805,29-01-2026,29-01-2026 14:00,Bihar,Gaya,Severe,3.2,4,3005.0,2,0.0,River Overflow
FLOOD007806,03-04-2025,03-04-2025 08:00,Assam,Barpeta,Severe,10.6,8,4041.0,1,0.0,Cyclonic Rain
FLOOD007807,28-12-2025,28-12-2025 18:00,Gujarat,Bharuch,Severe,2.0,3,1637.0,2,0.0,River Overflow
FLOOD007808,09-03-2025,09-03-2025 05:00,Kerala,Kozhikode,Moderate,6.5,5,2433.0,1,0.0,Heavy Rainfall
FLOOD007809,18-10-2025,18-10-2025 19:00,Karnataka,Kodagu,Moderate,4.6,4,1902.0,0,0.0,River Overflow
FLOOD007810,11-11-2025,11-11-2025 13:00,Karnataka,Udupi,Severe,3.5,2,1941.0,1,2.5,Heavy Rainfall
FLOOD007811,18-03-2025,18-03-2025 03:00,Gujarat,Vadodara,Severe,2.0,3,2977.0,2,1.0,Heavy Rainfall
FLOOD007812,01-06-2025,01-06-2025 08:00,Bihar,Patna,Severe,3.0,2,1981.0,1,0.0,River Overflow
FLOOD007813,10-02-2025,10-02-2025 02:00,Assam,Dibrugarh,Moderate,7.4,5,1291.0,1,0.0,Heavy Rainfall
FLOOD007814,05-05-2025,05-05-2025 17:00,Odisha,Puri,Severe,2.4,2,3331.0,5,1.0,Heavy Rainfall
FLOOD007815,03-10-2025,03-10-2025 06:00,Karnataka,Kodagu,Severe,6.8,7,1128.0,1,2.0,Cyclonic Rain
FLOOD007816,08-02-2026,08-02-2026 00:00,Assam,Jorhat,Severe,2.0,3,1268.0,0,2.0,Heavy Rainfall
FLOOD007817,10-04-2025,10-04-2025 00:00,Assam,Guwahati,Minor,6.5,4,891.0,0,0.0,Heavy Rainfall
FLOOD007818,06-01-2026,06-01-2026 00:00,Tamil Nadu,Coimbatore,Moderate,2.0,0,1575.0,1,0.0,Urban Waterlogging
FLOOD007819,15-01-2025,15-01-2025 23:00,Tamil Nadu,Coimbatore,Severe,6.6,4,2798.0,1,1.0,Urban Waterlogging
FLOOD007820,09-06-2025,09-06-2025 23:00,Karnataka,Mysuru,Severe,5.6,4,3061.0,5,1.0,River Overflow
FLOOD007821,08-12-2025,08-12-2025 00:00,Bihar,Bhagalpur,Severe,5.0,6,3686.0,1,1.0,Heavy Rainfall
FLOOD007822,21-02-2025,21-02-2025 22:00,Maharashtra,Nashik,Severe,4.0,3,1856.0,4,0.0,River Overflow
FLOOD007823,09-11-2025,09-11-2025 16:00,Gujarat,Vadodara,Minor,3.6,3,1390.0,0,0.0,Urban Waterlogging
FLOOD007824,14-12-2025,14-12-2025 21:00,Odisha,Cuttack,Severe,4.5,4,2605.0,1,0.0,Cyclonic Rain
FLOOD007825,29-09-2025,29-09-2025 07:00,West Bengal,Howrah,Severe,3.8,4,2135.0,0,0.0,Urban Waterlogging
FLOOD007826,31-07-2025,31-07-2025 23:00,Gujarat,Ahmedabad,Severe,2.6,3,1804.0,3,2.0,Urban Waterlogging
FLOOD007827,03-06-2025,03-06-2025 22:00,Odisha,Cuttack,Severe,4.0,4,2882.0,0,2.0,Heavy Rainfall
FLOOD007828,07-03-2025,07-03-2025 13:00,Uttar Pradesh,Kanpur,Moderate,2.5,2,1309.0,0,0.0,Urban Waterlogging
FLOOD007829,19-09-2025,19-09-2025 17:00,West Bengal,Darjeeling,Severe,7.4,6,1737.0,2,0.0,Urban Waterlogging
FLOOD007830,15-08-2025,15-08-2025 15:00,Uttar Pradesh,Kanpur,Moderate,9.8,5,1697.0,0,1.0,Heavy Rainfall
FLOOD007831,17-04-2025,17-04-2025 23:00,Karnataka,Udupi,Severe,2.3,4,4231.0,4,0.0,Heavy Rainfall
FLOOD007832,23-05-2025,23-05-2025 15:00,Uttar Pradesh,Lucknow,Severe,2.6,1,1603.0,4,1.0,Heavy Rainfall
FLOOD007833,26-03-2025,26-03-2025 21:00,Karnataka,Mysuru,Severe,6.3,5,1426.0,2,1.0,Heavy Rainfall
FLOOD007834,21-01-2026,21-01-2026 03:00,Uttar Pradesh,Gorakhpur,Moderate,4.8,5,825.0,1,1.0,Cyclonic Rain
FLOOD007835,02-02-2025,02-02-2025 04:00,Tamil Nadu,Tiruppur,Moderate,4.2,4,1864.0,0,0.0,Heavy Rainfall
FLOOD007836,13-08-2025,13-08-2025 04:00,Gujarat,Bharuch,Severe,3.5,3,1765.0,1,1.0,River Overflow
FLOOD007837,03-02-2026,03-02-2026 16:00,Bihar,Darbhanga,Severe,7.7,6,1491.0,0,0.0,Heavy Rainfall
FLOOD007838,29-05-2025,29-05-2025 10:00,Bihar,Gaya,Moderate,8.9,5,1502.0,0,0.0,River Overflow
FLOOD007839,24-01-2025,24-01-2025 10:00,Karnataka,Mysuru,Moderate,5.5,4,1731.0,2,1.0,Heavy Rainfall
FLOOD007840,06-10-2025,06-10-2025 11:00,Maharashtra,Nagpur,Severe,2.5,4,1564.0,2,1.0,Cyclonic Rain
FLOOD007841,17-04-2025,17-04-2025 02:00,Assam,Guwahati,Severe,4.5,3,2141.0,2,1.0,Heavy Rainfall
FLOOD007842,18-08-2025,18-08-2025 14:00,Uttar Pradesh,Prayagraj,Severe,3.3,5,2414.0,0,1.0,Heavy Rainfall
FLOOD007843,11-08-2025,11-08-2025 02:00,Kerala,Kochi,Severe,7.3,6,1631.0,0,0.0,River Overflow
FLOOD007844,07-02-2026,07-02-2026 19:00,Gujarat,Rajkot,Severe,4.0,4,1859.0,1,0.0,Heavy Rainfall
FLOOD007845,08-07-2025,08-07-2025 19:00,Bihar,Darbhanga,Moderate,8.5,6,1529.0,2,0.0,Heavy Rainfall
FLOOD007846,11-03-2025,11-03-2025 18:00,Assam,Dibrugarh,Severe,9.7,8,982.0,1,1.0,River Overflow
FLOOD007847,05-11-2025,05-11-2025 03:00,West Bengal,Kolkata,Severe,2.1,3,2868.0,1,1.0,Cyclonic Rain
FLOOD007848,16-01-2025,16-01-2025 05:00,Tamil Nadu,Thanjavur,Severe,4.9,5,3020.0,0,0.0,Urban Waterlogging
FLOOD007849,01-12-2025,01-12-2025 00:00,Odisha,Bhubaneswar,Severe,2.0,0,2533.0,2,0.0,River Overflow
FLOOD007850,26-01-2026,26-01-2026 16:00,Uttar Pradesh,Prayagraj,Severe,11.1,7,1002.0,1,0.0,Heavy Rainfall
FLOOD007851,30-06-2025,30-06-2025 07:00,Bihar,Patna,Moderate,2.0,1,393.0,1,0.0,River Overflow
FLOOD007852,20-02-2026,20-02-2026 23:00,Karnataka,Mysuru,Severe,5.3,4,3073.0,1,1.0,Heavy Rainfall
FLOOD007853,07-01-2025,07-01-2025 03:00,Uttar Pradesh,Gorakhpur,Severe,2.1,3,3853.0,0,0.0,Heavy Rainfall
FLOOD007854,11-03-2025,11-03-2025 12:00,Karnataka,Bengaluru,Severe,7.3,5,2833.0,2,0.0,River Overflow
FLOOD007855,09-05-2025,09-05-2025 16:00,Assam,Jorhat,Severe,3.9,3,3226.0,2,0.0,Cyclonic Rain
FLOOD007856,04-01-2026,04-01-2026 12:00,Uttar Pradesh,Lucknow,Severe,9.5,8,2736.0,3,0.0,River Overflow
FLOOD007857,15-11-2025,15-11-2025 18:00,Gujarat,Vadodara,Moderate,5.7,4,1775.0,0,0.0,Heavy Rainfall
FLOOD007858,17-01-2025,17-01-2025 23:00,Gujarat,Surat,Severe,2.5,4,3654.0,1,0.0,Urban Waterlogging
FLOOD007859,04-02-2026,04-02-2026 08:00,Maharashtra,Mumbai,Moderate,8.4,5,1688.0,2,0.0,Heavy Rainfall
FLOOD007860,21-11-2025,21-11-2025 12:00,West Bengal,Howrah,Severe,2.0,2,2673.0,2,2.0,Heavy Rainfall
FLOOD007861,25-05-2025,25-05-2025 00:00,Gujarat,Bharuch,Severe,2.0,3,2771.0,1,0.0,Cyclonic Rain
FLOOD007862,15-09-2025,15-09-2025 18:00,Assam,Dibrugarh,Moderate,2.0,2,1724.0,1,1.0,Heavy Rainfall
FLOOD007863,24-06-2025,24-06-2025 06:00,Maharashtra,Mumbai,Moderate,2.0,1,1270.0,1,0.0,Heavy Rainfall
FLOOD007864,30-05-2025,30-05-2025 00:00,Bihar,Bhagalpur,Severe,7.4,7,3516.0,5,1.0,Heavy Rainfall
FLOOD007865,17-05-2025,17-05-2025 07:00,Kerala,Kochi,Moderate,5.9,4,1229.0,1,0.0,Heavy Rainfall
FLOOD007866,25-07-2025,25-07-2025 20:00,Uttar Pradesh,Prayagraj,Moderate,2.5,2,2678.0,1,0.0,Heavy Rainfall
FLOOD007867,12-02-2025,12-02-2025 23:00,Assam,Dhemaji,Severe,3.6,4,2724.0,1,0.0,Heavy Rainfall
FLOOD007868,05-01-2026,05-01-2026 16:00,Odisha,Bhubaneswar,Severe,4.8,5,1347.0,0,0.0,Heavy Rainfall
FLOOD007869,17-09-2025,17-09-2025 14:00,Tamil Nadu,Madurai,Moderate,4.9,3,2515.0,1,0.0,River Overflow
FLOOD007870,02-10-2025,02-10-2025 16:00,Assam,Guwahati,Severe,4.3,4,1757.0,1,1.0,River Overflow
FLOOD007871,07-01-2026,07-01-2026 02:00,Gujarat,Surat,Severe,5.1,1,1019.0,1,2.0,Heavy Rainfall
FLOOD007872,13-02-2026,13-02-2026 19:00,Tamil Nadu,Madurai,Moderate,7.4,5,1675.0,2,0.0,River Overflow
FLOOD007873,08-10-2025,08-10-2025 04:00,Uttar Pradesh,Varanasi,Severe,2.0,2,2637.0,2,0.0,Urban Waterlogging
FLOOD007874,01-12-2025,01-12-2025 13:00,Odisha,Kendrapara,Severe,7.7,6,2180.0,0,0.0,Cyclonic Rain
FLOOD007875,02-12-2025,02-12-2025 12:00,West Bengal,Malda,Severe,4.5,4,1793.0,4,2.0,River Overflow
FLOOD007876,05-02-2025,05-02-2025 15:00,Tamil Nadu,Tiruppur,Severe,7.8,6,2288.0,1,1.0,River Overflow
FLOOD007877,13-06-2025,13-06-2025 14:00,Gujarat,Bharuch,Severe,2.0,3,2458.0,0,0.0,Cyclonic Rain
FLOOD007878,23-12-2025,23-12-2025 03:00,Odisha,Bhubaneswar,Severe,6.4,5,3666.0,2,2.0,Heavy Rainfall
FLOOD007879,04-01-2025,04-01-2025 06:00,Tamil Nadu,Madurai,Severe,7.0,4,2157.0,0,0.0,River Overflow
FLOOD007880,23-10-2025,23-10-2025 08:00,Gujarat,Surat,Severe,9.3,6,2470.0,1,0.0,Urban Waterlogging
FLOOD007881,04-04-2025,04-04-2025 15:00,Tamil Nadu,Tiruppur,Severe,2.8,3,3541.0,2,2.0,Heavy Rainfall
FLOOD007882,11-12-2025,11-12-2025 07:00,Gujarat,Bharuch,Severe,7.7,7,3249.0,2,0.0,Urban Waterlogging
FLOOD007883,17-06-2025,17-06-2025 18:00,Assam,Guwahati,Moderate,2.0,2,1868.0,2,0.0,River Overflow
FLOOD007884,19-02-2026,19-02-2026 13:00,Kerala,Kochi,Severe,6.0,5,935.0,5,0.0,Heavy Rainfall
FLOOD007885,03-02-2026,03-02-2026 19:00,Uttar Pradesh,Kanpur,Minor,6.2,5,268.0,0,0.0,Urban Waterlogging
FLOOD007886,23-01-2026,23-01-2026 07:00,Assam,Guwahati,Severe,4.7,5,3209.0,0,0.0,River Overflow
FLOOD007887,30-01-2025,30-01-2025 18:00,Odisha,Kendrapara,Severe,4.0,4,3050.0,2,0.0,Heavy Rainfall
FLOOD007888,07-11-2025,07-11-2025 11:00,Assam,Guwahati,Severe,5.5,4,2837.0,0,0.0,Heavy Rainfall
FLOOD007889,02-02-2025,02-02-2025 20:00,Odisha,Balasore,Minor,2.5,3,1595.0,1,0.0,Heavy Rainfall
FLOOD007890,05-04-2025,05-04-2025 23:00,Assam,Dhemaji,Severe,3.9,4,3495.0,0,2.5,Urban Waterlogging
FLOOD007891,20-06-2025,20-06-2025 15:00,Karnataka,Mangaluru,Severe,2.7,1,1512.0,0,1.0,River Overflow
FLOOD007892,12-06-2025,12-06-2025 09:00,Maharashtra,Nagpur,Severe,5.7,4,2855.0,2,0.0,Heavy Rainfall
FLOOD007893,28-11-2025,28-11-2025 00:00,Assam,Guwahati,Severe,2.4,3,2463.0,3,1.0,Cyclonic Rain
FLOOD007894,27-10-2025,27-10-2025 01:00,West Bengal,Howrah,Moderate,7.5,5,758.0,0,1.0,Heavy Rainfall
FLOOD007895,14-01-2026,14-01-2026 04:00,Tamil Nadu,Chennai,Moderate,8.9,8,1805.0,0,0.0,Heavy Rainfall
FLOOD007896,29-01-2026,29-01-2026 20:00,Bihar,Muzaffarpur,Severe,3.6,5,2960.0,1,0.0,Urban Waterlogging
FLOOD007897,01-06-2025,01-06-2025 07:00,Gujarat,Rajkot,Severe,4.0,3,3153.0,0,0.0,River Overflow
FLOOD007898,26-12-2025,26-12-2025 08:00,West Bengal,Kolkata,Severe,8.1,7,1780.0,0,0.0,Heavy Rainfall
FLOOD007899,01-11-2025,01-11-2025 01:00,Maharashtra,Nashik,Severe,4.8,4,2231.0,1,0.0,River Overflow
FLOOD007900,19-09-2025,19-09-2025 08:00,Uttar Pradesh,Varanasi,Moderate,2.6,1,1810.0,0,1.0,River Overflow
FLOOD007901,18-01-2025,18-01-2025 16:00,Gujarat,Surat,Severe,2.0,4,1037.0,1,1.0,Heavy Rainfall
FLOOD007902,17-01-2025,17-01-2025 08:00,Tamil Nadu,Chennai,Severe,2.2,3,2485.0,1,0.0,Heavy Rainfall
FLOOD007903,13-05-2025,13-05-2025 23:00,Uttar Pradesh,Lucknow,Severe,7.6,5,3043.0,1,1.0,Heavy Rainfall
FLOOD007904,01-01-2025,01-01-2025 16:00,Kerala,Thrissur,Severe,4.1,2,2701.0,0,2.5,Heavy Rainfall
FLOOD007905,21-09-2025,21-09-2025 23:00,Uttar Pradesh,Prayagraj,Moderate,2.0,2,1474.0,0,0.0,Heavy Rainfall
FLOOD007906,25-06-2025,25-06-2025 00:00,Bihar,Bhagalpur,Severe,7.2,5,2746.0,3,0.0,Urban Waterlogging
FLOOD007907,22-04-2025,22-04-2025 08:00,West Bengal,Murshidabad,Severe,5.8,6,3422.0,4,1.0,Cyclonic Rain
FLOOD007908,12-04-2025,12-04-2025 20:00,Gujarat,Ahmedabad,Severe,5.6,5,2876.0,1,1.0,River Overflow
FLOOD007909,07-10-2025,07-10-2025 01:00,Kerala,Thrissur,Moderate,7.1,6,1924.0,0,0.0,Cyclonic Rain
FLOOD007910,14-09-2025,14-09-2025 20:00,Gujarat,Rajkot,Severe,4.8,3,2098.0,2,0.0,River Overflow
FLOOD007911,19-04-2025,19-04-2025 09:00,Kerala,Kottayam,Severe,3.0,4,931.0,2,0.0,River Overflow
FLOOD007912,26-05-2025,26-05-2025 13:00,Assam,Dibrugarh,Severe,4.3,4,2218.0,1,1.0,Heavy Rainfall
FLOOD007913,09-09-2025,09-09-2025 20:00,West Bengal,Kolkata,Moderate,4.9,3,1189.0,1,0.0,River Overflow
FLOOD007914,02-03-2025,02-03-2025 19:00,Tamil Nadu,Coimbatore,Moderate,2.0,1,2884.0,1,0.0,River Overflow
FLOOD007915,08-06-2025,08-06-2025 12:00,Karnataka,Bengaluru,Severe,3.2,3,2407.0,2,0.0,Heavy Rainfall
FLOOD007916,15-02-2026,15-02-2026 05:00,Karnataka,Udupi,Severe,7.7,6,3178.0,0,1.0,Heavy Rainfall
FLOOD007917,05-11-2025,05-11-2025 02:00,Tamil Nadu,Madurai,Moderate,4.1,3,1188.0,2,0.0,Heavy Rainfall
FLOOD007918,21-07-2025,21-07-2025 15:00,Karnataka,Bengaluru,Severe,2.3,3,2104.0,2,1.0,River Overflow
FLOOD007919,04-12-2025,04-12-2025 23:00,Bihar,Patna,Severe,2.1,2,1920.0,0,0.0,Urban Waterlogging
FLOOD007920,09-06-2025,09-06-2025 19:00,West Bengal,Murshidabad,Severe,3.0,4,2332.0,4,0.0,Heavy Rainfall
FLOOD007921,24-01-2026,24-01-2026 01:00,Tamil Nadu,Madurai,Severe,6.9,5,2280.0,2,1.0,Heavy Rainfall
FLOOD007922,25-08-2025,25-08-2025 19:00,Odisha,Puri,Severe,3.0,3,2347.0,1,1.0,Urban Waterlogging
FLOOD007923,31-12-2025,31-12-2025 12:00,Tamil Nadu,Tiruppur,Severe,2.0,3,4592.375,3,1.0,River Overflow
