pair_id,source,grouping,report,summary,priority,worst_severity,hazard_types,total_headcount,resources_required,locations,state,district,zone,entry_count,window_minutes,first_timestamp,last_timestamp,incident_ids,report_words,summary_words,compression_pct,split
SLM-000011,stage03_dispatcher,natural,"INCIDENT LOG | Karnataka / Bengaluru / ZONE-2 | 5 entries || [14-01-2025 04:02] ERSS-018131 | Flooding reported (Emergency report received) near the main bridge in Bengaluru, Karnataka. 2 people affected, multiple injuries reported. Please dispatch rescue boat. || [14-01-2025 04:04] ERSS-010718 | Flooding reported (Incident reported) near the industrial area in Bengaluru, Karnataka. 37 people affected, residents moved to safer ground. Response team requested:  NDRF flood rescue team. || [14-01-2025 04:05] ERSS-008715 | Flooding reported (Emergency report received) in the riverside settlement in Bengaluru, Karnataka. 28 residents affected, minor injuries reported. Please dispatch water pump and relief supplies. || [14-01-2025 04:19] ERSS-003556 | Road blockage reported (Incident reported) near the main bridge in Bengaluru, Karnataka. 6 residents affected, some injuries reported. Dispatch requested for earthmover (JCB). || [14-01-2025 04:31] ERSS-002901 | Flooding reported (Emergency report received) near the main bridge in Bengaluru, Karnataka. 6 residents affected, situation being monitored. Please dispatch NDRF flood rescue team.","URGENT: flooding and road blockages, ZONE-2 Bengaluru, Karnataka. 5 reports, 79 affected. NDRF flood rescue team and rescue boat plus 1 more to main bridge; STAGING at nearest safe point. commit teams; TRIAGE + CAS tracking; IC to verify ACCESS route.",URGENT,HIGH,Flood; Road Blockage,79,NDRF flood rescue team; rescue boat; water pump,main bridge; industrial area; riverside settlement,Karnataka,Bengaluru,ZONE-2,5,29.0,14-01-2025 04:02,14-01-2025 04:31,ERSS-018131; ERSS-010718; ERSS-008715; ERSS-003556; ERSS-002901,151,41,72.8,validation
SLM-000012,stage03_dispatcher,severity_banded,"INCIDENT LOG | Tamil Nadu / Madurai / ZONE-2 | 5 entries || [08-10-2025 22:20] ERSS-050895 | Road blockage reported (Emergency report received) near the main bridge in Madurai, Tamil Nadu. 6 people affected, medical assistance requested. Please dispatch traffic police team and road clearance crew. || [12-10-2025 20:37] ERSS-015305 | Rescue operation required (Situation update) near the main bridge in Madurai, Tamil Nadu. 10 residents affected, minor injuries reported. Response team requested:  rescue rope and ladder. || [15-10-2025 02:43] ERSS-046197 | Rescue operation required (Incident reported) at the highway junction in Madurai, Tamil Nadu. 4 persons affected, medical assistance requested. Please dispatch ambulance. || [16-10-2025 19:34] ERSS-028481 | Flooding reported (Emergency report received) close to the river bank in Madurai, Tamil Nadu. 5 people affected, no further details available. Please dispatch water pump. || [16-10-2025 21:43] ERSS-042629 | Waterlogging reported (Situation update) in the old town area in Madurai, Tamil Nadu. 7 individuals affected, no injuries reported. Please dispatch road clearance team.","ELEVATED: ZONE-2 Madurai, Tamil Nadu -- road blockages and rescue emergencies plus 1 more. 5 reports, 32 affected. traffic police team and road clearance crew plus 1 more to main bridge; STAGING at nearest safe point. stage nearby, monitor ACCESS.",ELEVATED,MEDIUM,Road Blockage; Rescue Emergency; Flood,32,traffic police team; road clearance crew; rescue rope and ladder,main bridge; highway junction; river bank; old town area,Tamil Nadu,Madurai,ZONE-2,5,11483.0,08-10-2025 22:20,16-10-2025 21:43,ERSS-050895; ERSS-015305; ERSS-046197; ERSS-028481; ERSS-042629,158,40,74.7,train
SLM-000013,stage03_dispatcher,natural,"INCIDENT LOG | Gujarat / Ahmedabad / ZONE-1 | 5 entries || [16-04-2025 14:10] ERSS-009802 | Flooding reported (Situation update) at the railway crossing in Ahmedabad, Gujarat. 17 persons affected, casualties reported. Please dispatch relief supplies and life jackets. || [16-04-2025 14:16] ERSS-054569 | Flooding reported (Situation update) near the local market in Ahmedabad, Gujarat. 58 residents affected, multiple injuries reported. Response team requested:  relief supplies and water pump. || [16-04-2025 16:04] ERSS-013272 | Flooding reported (Incident reported) near the bus stand in Ahmedabad, Gujarat. 58 people affected, casualties reported. Please dispatch life jackets. || [16-04-2025 16:10] ERSS-055286 | Medical emergency reported (Incident reported) on the national highway in Ahmedabad, Gujarat. 80 residents affected, some injuries reported. Dispatch requested for paramedic team. || [16-04-2025 16:20] ERSS-040586 | Rescue operation required (Situation update) near the local market in Ahmedabad, Gujarat. 3 people affected, residents moved to safer ground. Response team requested:  ambulance and rescue rope and ladder.","IMMEDIATE - ZONE-1 Ahmedabad (Gujarat): flooding and medical emergencies plus 1 more, 216 affected across 5 reports. Deploy relief supplies and life jackets plus 1 more to railway crossing; IC to confirm ACCESS. all units, EVAC of affected persons; notify NDMA and SDRF.",IMMEDIATE,CRITICAL,Flood; Medical Emergency; Rescue Emergency,216,relief supplies; life jackets; water pump,railway crossing; local market; bus stand; national highway,Gujarat,Ahmedabad,ZONE-1,5,130.0,16-04-2025 14:10,16-04-2025 16:20,ERSS-009802; ERSS-054569; ERSS-013272; ERSS-055286; ERSS-040586,151,43,71.5,validation
SLM-000014,stage03_dispatcher,severity_banded,"INCIDENT LOG | Tamil Nadu / Chennai / ZONE-4 | 6 entries || [05-01-2025 14:10] ERSS-058841 | Waterlogging reported (Emergency report received) near the industrial area in Chennai, Tamil Nadu. 6 persons affected, situation being monitored. Dispatch requested for sandbags and drainage team. || [12-01-2025 04:27] ERSS-045069 | Medical emergency reported (Situation update) close to the river bank in Chennai, Tamil Nadu. 3 persons affected, no further details available. Response team requested:  emergency medical team. || [12-01-2025 04:38] ERSS-054524 | Waterlogging reported (Emergency report received) near the industrial area in Chennai, Tamil Nadu. 3 people affected, minor injuries reported. Please dispatch road clearance team and sandbags. || [12-01-2025 11:36] ERSS-017109 | Rescue operation required (Incident reported) at the railway crossing in Chennai, Tamil Nadu. 6 residents affected, situation being monitored. Please dispatch rescue rope and ladder. || [13-01-2025 01:08] ERSS-030961 | Waterlogging reported (Emergency report received) in the riverside settlement in Chennai, Tamil Nadu. 3 people affected, no injuries reported. Response team requested:  drainage team. || [13-01-2025 01:32] ERSS-037477 | Flooding reported (Situation update) at the railway crossing in Chennai, Tamil Nadu. 3 residents affected, situation being monitored. Dispatch requested for life jackets.","ROUTINE: ZONE-4 Chennai, Tamil Nadu -- flooding and medical emergencies plus 1 more. 6 reports, 24 affected. Deploy sandbags and drainage team plus 1 more to industrial area; IC to confirm ACCESS. monitor only; IC on STANDBY.",ROUTINE,LOW,Flood; Medical Emergency; Rescue Emergency,24,sandbags; drainage team; emergency medical team,industrial area; river bank; railway crossing; riverside settlement,Tamil Nadu,Chennai,ZONE-4,6,10762.0,05-01-2025 14:10,13-01-2025 01:32,ERSS-058841; ERSS-045069; ERSS-054524; ERSS-017109; ERSS-030961; ERSS-037477,187,37,80.2,test
SLM-000015,stage03_dispatcher,severity_banded,"INCIDENT LOG | Uttar Pradesh / Gorakhpur / ZONE-4 | 5 entries || [15-01-2025 01:45] ERSS-056941 | Rescue operation required (Situation update) near the bus stand in Gorakhpur, Uttar Pradesh. 15 people affected, some injuries reported. Response team requested:  ambulance. || [20-01-2025 13:43] ERSS-007937 | Medical emergency reported (Incident reported) close to the river bank in Gorakhpur, Uttar Pradesh. 14 persons affected, no further details available. Response team requested:  emergency medical team. || [20-01-2025 21:15] ERSS-041117 | Rescue operation required (Incident reported) in the hilly terrain in Gorakhpur, Uttar Pradesh. 12 residents affected, situation being monitored. Dispatch requested for ambulance. || [27-01-2025 23:43] ERSS-026594 | Rescue operation required (Situation update) in the low-lying area in Gorakhpur, Uttar Pradesh. 14 individuals affected, no further details available. Response team requested:  rescue rope and ladder and NDRF rescue team. || [27-01-2025 23:52] ERSS-045407 | Waterlogging reported (Emergency report received) in the hilly terrain in Gorakhpur, Uttar Pradesh. 7 residents affected, no injuries reported. Please dispatch road clearance team.","ELEVATED - ZONE-4 Gorakhpur (Uttar Pradesh): rescue emergencies and medical emergencies plus 1 more, 62 affected across 5 reports. ambulance and emergency medical team plus 1 more to bus stand; STAGING at nearest safe point. STANDBY; update CAS count on change.",ELEVATED,MEDIUM,Rescue Emergency; Medical Emergency; Flood,62,ambulance; emergency medical team; rescue rope and ladder,bus stand; river bank; hilly terrain; low-lying area,Uttar Pradesh,Gorakhpur,ZONE-4,5,18607.0,15-01-2025 01:45,27-01-2025 23:52,ERSS-056941; ERSS-007937; ERSS-041117; ERSS-026594; ERSS-045407,160,41,74.4,train
SLM-000016,stage03_dispatcher,natural,"INCIDENT LOG | Gujarat / Rajkot / ZONE-2 | 6 entries || [20-10-2025 11:09] ERSS-024673 | Road blockage reported (Incident reported) near the main bridge in Rajkot, Gujarat. 13 people affected, some injuries reported. Dispatch requested for earthmover (JCB). || [20-10-2025 11:39] ERSS-009795 | Flooding reported (Situation update) on the national highway in Rajkot, Gujarat. 28 people affected, minor injuries reported. Response team requested:  life jackets. || [20-10-2025 11:56] ERSS-019076 | Rescue operation required (Emergency report received) near the village school in Rajkot, Gujarat. 8 persons affected, situation being monitored. Please dispatch NDRF rescue team and fire and rescue unit. || [20-10-2025 15:16] ERSS-016182 | Road blockage reported (Incident reported) near the village school in Rajkot, Gujarat. 6 persons affected, evacuation assistance requested. Please dispatch traffic police team and earthmover (JCB). || [20-10-2025 15:27] ERSS-040535 | Rescue operation required (Situation update) near the industrial area in Rajkot, Gujarat. 11 people affected, some injuries reported. Dispatch requested for ambulance. || [20-10-2025 15:28] ERSS-035000 | Flooding reported (Situation update) at the railway crossing in Rajkot, Gujarat. 15 individuals affected, no injuries reported. Please dispatch rescue boat and water pump.","URGENT: ZONE-2 Rajkot, Gujarat -- road blockages and flooding plus 1 more. 6 reports, 81 affected. earthmover (JCB) and life jackets plus 1 more to main bridge; STAGING at nearest safe point. deploy and confirm ETA; submit SITREP every 15 min.",URGENT,HIGH,Road Blockage; Flood; Rescue Emergency,81,earthmover (JCB); life jackets; NDRF rescue team,main bridge; national highway; village school; industrial area; railway crossing,Gujarat,Rajkot,ZONE-2,6,259.0,20-10-2025 11:09,20-10-2025 15:28,ERSS-024673; ERSS-009795; ERSS-019076; ERSS-016182; ERSS-040535; ERSS-035000,181,41,77.3,train
SLM-000017,stage03_dispatcher,natural,"INCIDENT LOG | Tamil Nadu / Thanjavur / ZONE-1 | 5 entries || [13-06-2025 02:06] ERSS-027245 | Flooding reported (Incident reported) at the railway crossing in Thanjavur, Tamil Nadu. 28 individuals affected, multiple injuries reported. Response team requested:  rescue boat. || [13-06-2025 02:10] ERSS-055774 | Waterlogging reported (Incident reported) near the local market in Thanjavur, Tamil Nadu. 10 individuals affected, some injuries reported. Dispatch requested for sandbags. || [13-06-2025 02:38] ERSS-040382 | Waterlogging reported (Situation update) in a residential colony in Thanjavur, Tamil Nadu. 5 individuals affected, some injuries reported. Dispatch requested for road clearance team. || [13-06-2025 02:49] ERSS-035396 | Road blockage reported (Incident reported) near the industrial area in Thanjavur, Tamil Nadu. 27 people affected, evacuation assistance requested. Dispatch requested for earthmover (JCB). || [13-06-2025 06:40] ERSS-056227 | Waterlogging reported (Incident reported) near the bus stand in Thanjavur, Tamil Nadu. 102 residents affected, evacuation assistance requested. Dispatch requested for water pump.","IMMEDIATE. flooding and road blockages in ZONE-1 Thanjavur, Tamil Nadu; 172 affected, 5 reports. rescue boat and sandbags plus 1 more to railway crossing; STAGING at nearest safe point. all units, EVAC of affected persons; notify NDMA and SDRF.",IMMEDIATE,CRITICAL,Flood; Road Blockage,172,rescue boat; sandbags; road clearance team,railway crossing; local market; residential colony; industrial area; bus stand,Tamil Nadu,Thanjavur,ZONE-1,5,274.0,13-06-2025 02:06,13-06-2025 06:40,ERSS-027245; ERSS-055774; ERSS-040382; ERSS-035396; ERSS-056227,148,39,73.6,train
SLM-000018,stage03_dispatcher,natural,"INCIDENT LOG | Assam / Dhemaji / ZONE-4 | 5 entries || [18-07-2025 13:10] ERSS-059879 | Rescue operation required (Emergency report received) close to the river bank in Dhemaji, Assam. 32 residents affected, multiple injuries reported. Response team requested:  NDRF rescue team and rescue rope and ladder. || [18-07-2025 13:24] ERSS-002482 | Rescue operation required (Situation update) near the industrial area in Dhemaji, Assam. 21 people affected, no injuries reported. Please dispatch NDRF rescue team. || [18-07-2025 13:26] ERSS-032159 | Medical emergency reported (Situation update) in the riverside settlement in Dhemaji, Assam. 4 persons affected, situation being monitored. Dispatch requested for paramedic team. || [18-07-2025 13:27] ERSS-011030 | Road blockage reported (Situation update) in the riverside settlement in Dhemaji, Assam. 15 residents affected, evacuation assistance requested. Dispatch requested for road clearance crew. || [18-07-2025 13:35] ERSS-029150 | Rescue operation required (Incident reported) near the village school in Dhemaji, Assam. 30 residents affected, residents moved to safer ground. Response team requested:  fire and rescue unit and ambulance.","URGENT - ZONE-4 Dhemaji (Assam): rescue emergencies and medical emergencies plus 1 more, 102 affected across 5 reports. Dispatch NDRF rescue team and rescue rope and ladder plus 1 more via ACCESS route to river bank. deploy and confirm ETA; submit SITREP every 15 min.",URGENT,HIGH,Rescue Emergency; Medical Emergency; Road Blockage,102,NDRF rescue team; rescue rope and ladder; paramedic team,river bank; industrial area; riverside settlement; village school,Assam,Dhemaji,ZONE-4,5,25.0,18-07-2025 13:10,18-07-2025 13:35,ERSS-059879; ERSS-002482; ERSS-032159; ERSS-011030; ERSS-029150,161,45,72.0,validation
SLM-000019,stage03_dispatcher,severity_banded,"INCIDENT LOG | Bihar / Patna / ZONE-1 | 5 entries || [16-03-2025 23:49] ERSS-050717 | Road blockage reported (Emergency report received) near the village school in Patna, Bihar. 12 individuals affected, no injuries reported. Response team requested:  tow truck. || [20-03-2025 10:04] ERSS-023097 | Flooding reported (Emergency report received) close to the river bank in Patna, Bihar. 4 individuals affected, multiple injuries reported. Dispatch requested for life jackets. || [20-03-2025 10:30] ERSS-040450 | Flooding reported (Situation update) near the bus stand in Patna, Bihar. 8 individuals affected, situation being monitored. Dispatch requested for rescue boat. || [20-03-2025 10:31] ERSS-022576 | Flooding reported (Incident reported) at the railway crossing in Patna, Bihar. 11 residents affected, situation being monitored. Please dispatch NDRF flood rescue team. || [20-03-2025 10:39] ERSS-052414 | Waterlogging reported (Situation update) on the national highway in Patna, Bihar. 11 people affected, situation being monitored. Dispatch requested for sandbags.","ELEVATED - ZONE-1 Patna (Bihar): road blockages and flooding, 46 affected across 5 reports. Dispatch tow truck and life jackets plus 1 more via ACCESS route to village school. pre-position at STAGING area; SITREP every 30 min.",ELEVATED,MEDIUM,Road Blockage; Flood,46,tow truck; life jackets; rescue boat,village school; river bank; bus stand; railway crossing; national highway,Bihar,Patna,ZONE-1,5,4970.0,16-03-2025 23:49,20-03-2025 10:39,ERSS-050717; ERSS-023097; ERSS-040450; ERSS-022576; ERSS-052414,145,37,74.5,train
SLM-000020,stage03_dispatcher,natural,"INCIDENT LOG | Bihar / Muzaffarpur / ZONE-2 | 7 entries || [13-07-2025 06:00] ERSS-028345 | Medical emergency reported (Incident reported) near the village school in Muzaffarpur, Bihar. 35 individuals affected, multiple injuries reported. Please dispatch medical first-aid kit and ambulance. || [13-07-2025 06:22] ERSS-054700 | Flooding reported (Emergency report received) near the industrial area in Muzaffarpur, Bihar. 39 people affected, no injuries reported. Response team requested:  water pump. || [13-07-2025 06:24] ERSS-052629 | Flooding reported (Situation update) on the national highway in Muzaffarpur, Bihar. 40 persons affected, some injuries reported. Dispatch requested for rescue boat. || [13-07-2025 06:28] ERSS-009754 | Rescue operation required (Incident reported) on the national highway in Muzaffarpur, Bihar. 14 individuals affected, multiple injuries reported. Please dispatch NDRF rescue team and fire and rescue unit. || [13-07-2025 06:47] ERSS-028435 | Rescue operation required (Emergency report received) in a residential colony in Muzaffarpur, Bihar. 82 persons affected, casualties reported. Response team requested:  NDRF rescue team. || [13-07-2025 06:54] ERSS-012715 | Flooding reported (Situation update) on the national highway in Muzaffarpur, Bihar. 3 persons affected, some injuries reported. Dispatch requested for life jackets. || [13-07-2025 06:59] ERSS-005176 | Flooding reported (Emergency report received) near the government hospital in Muzaffarpur, Bihar. 91 residents affected, residents moved to safer ground. Dispatch requested for NDRF flood rescue team.","IMMEDIATE: medical emergencies and flooding plus 1 more, ZONE-2 Muzaffarpur, Bihar. 7 reports, 304 affected. Deploy NDRF rescue team and medical first-aid kit plus 1 more to village school; IC to confirm ACCESS. all units, EVAC of affected persons; notify NDMA and SDRF.",IMMEDIATE,CRITICAL,Medical Emergency; Flood; Rescue Emergency,304,NDRF rescue team; medical first-aid kit; ambulance,village school; industrial area; national highway; residential colony; government hospital,Bihar,Muzaffarpur,ZONE-2,7,59.0,13-07-2025 06:00,13-07-2025 06:59,ERSS-028345; ERSS-054700; ERSS-052629; ERSS-009754; ERSS-028435; ERSS-012715; ERSS-005176,210,43,79.5,test
SLM-000021,stage03_dispatcher,severity_banded,"INCIDENT LOG | Tamil Nadu / Thanjavur / ZONE-5 | 5 entries || [26-03-2025 00:02] ERSS-044303 | Flooding reported (Situation update) in the riverside settlement in Thanjavur, Tamil Nadu. 11 people affected, minor injuries reported. Dispatch requested for rescue boat. || [28-03-2025 16:21] ERSS-028997 | Medical emergency reported (Incident reported) in the old town area in Thanjavur, Tamil Nadu. 5 individuals affected, medical assistance requested. Please dispatch paramedic team and emergency medical team. || [01-04-2025 17:15] ERSS-056195 | Rescue operation required (Situation update) close to the river bank in Thanjavur, Tamil Nadu. 15 residents affected, some injuries reported. Dispatch requested for fire and rescue unit and NDRF rescue team. || [03-04-2025 04:03] ERSS-018794 | Waterlogging reported (Emergency report received) near the industrial area in Thanjavur, Tamil Nadu. 11 individuals affected, no further details available. Response team requested:  road clearance team and drainage team. || [03-04-2025 13:45] ERSS-020295 | Waterlogging reported (Emergency report received) at the railway crossing in Thanjavur, Tamil Nadu. 3 residents affected, minor injuries reported. Please dispatch water pump.","ELEVATED - ZONE-5 Thanjavur (Tamil Nadu): flooding and medical emergencies plus 1 more, 45 affected across 5 reports. Deploy rescue boat and paramedic team plus 1 more to riverside settlement; IC to confirm ACCESS. stage nearby, monitor ACCESS.",ELEVATED,MEDIUM,Flood; Medical Emergency; Rescue Emergency,45,rescue boat; paramedic team; emergency medical team,riverside settlement; old town area; river bank; industrial area; railway crossing,Tamil Nadu,Thanjavur,ZONE-5,5,12343.0,26-03-2025 00:02,03-04-2025 13:45,ERSS-044303; ERSS-028997; ERSS-056195; ERSS-018794; ERSS-020295,166,38,77.1,train
SLM-000022,stage03_dispatcher,severity_banded,"INCIDENT LOG | Assam / Dhemaji / ZONE-1 | 5 entries || [13-10-2025 00:10] ERSS-041536 | Flooding reported (Emergency report received) on the national highway in Dhemaji, Assam. 12 people affected, no further details available. Dispatch requested for water pump and life jackets. || [21-10-2025 16:55] ERSS-015162 | Rescue operation required (Emergency report received) at the railway crossing in Dhemaji, Assam. 12 persons affected, no injuries reported. Dispatch requested for NDRF rescue team. || [24-10-2025 03:38] ERSS-009742 | Road blockage reported (Situation update) in the riverside settlement in Dhemaji, Assam. 2 individuals affected, some injuries reported. Response team requested:  road clearance crew. || [25-10-2025 20:31] ERSS-019850 | Flooding reported (Emergency report received) near the local market in Dhemaji, Assam. 7 persons affected, minor injuries reported. Dispatch requested for relief supplies. || [26-10-2025 20:40] ERSS-024175 | Flooding reported (Situation update) near the industrial area in Dhemaji, Assam. 4 individuals affected, no injuries reported. Please dispatch life jackets and NDRF flood rescue team.","ELEVATED: ZONE-1 Dhemaji, Assam -- flooding and rescue emergencies plus 1 more. 5 reports, 37 affected. Send life jackets and water pump plus 1 more to national highway; submit SITREP on arrival. pre-position at STAGING area; SITREP every 30 min.",ELEVATED,MEDIUM,Flood; Rescue Emergency; Road Blockage,37,life jackets; water pump; NDRF rescue team,national highway; railway crossing; riverside settlement; local market; industrial area,Assam,Dhemaji,ZONE-1,5,19950.0,13-10-2025 00:10,26-10-2025 20:40,ERSS-041536; ERSS-015162; ERSS-009742; ERSS-019850; ERSS-024175,156,40,74.4,validation
SLM-000023,stage03_dispatcher,natural,"INCIDENT LOG | Gujarat / Rajkot / ZONE-4 | 8 entries || [16-02-2026 03:14] ERSS-014131 | Flooding reported (Situation update) in the low-lying area in Rajkot, Gujarat. 17 people affected, residents moved to safer ground. Dispatch requested for NDRF flood rescue team. || [16-02-2026 03:24] ERSS-047944 | Rescue operation required (Situation update) near the bus stand in Rajkot, Gujarat. 26 residents affected, minor injuries reported. Response team requested:  ambulance. || [16-02-2026 07:13] ERSS-030673 | Road blockage reported (Incident reported) near the local market in Rajkot, Gujarat. 16 individuals affected, some injuries reported. Dispatch requested for traffic police team and tow truck. || [16-02-2026 07:24] ERSS-021480 | Waterlogging reported (Incident reported) in the hilly terrain in Rajkot, Gujarat. 8 persons affected, residents moved to safer ground. Dispatch requested for sandbags. || [16-02-2026 07:33] ERSS-011143 | Flooding reported (Incident reported) near the bus stand in Rajkot, Gujarat. 5 individuals affected, situation being monitored. Please dispatch NDRF flood rescue team. || [16-02-2026 07:39] ERSS-002667 | Waterlogging reported (Incident reported) in the old town area in Rajkot, Gujarat. 80 individuals affected, residents moved to safer ground. Response team requested:  water pump. || [16-02-2026 07:48] ERSS-007934 | Flooding reported (Emergency report received) near the main bridge in Rajkot, Gujarat. 6 people affected, no further details available. Dispatch requested for life jackets. || [16-02-2026 07:56] ERSS-025427 | Rescue operation required (Emergency report received) at the railway crossing in Rajkot, Gujarat. 9 residents affected, casualties reported. Dispatch requested for NDRF rescue team.","IMMEDIATE. flooding and rescue emergencies plus 1 more in ZONE-4 Rajkot, Gujarat; 167 affected, 8 reports. NDRF flood rescue team and ambulance plus 1 more to low-lying area; STAGING at nearest safe point. all units, EVAC of affected persons; notify NDMA and SDRF.",IMMEDIATE,CRITICAL,Flood; Rescue Emergency; Road Blockage,167,NDRF flood rescue team; ambulance; traffic police team,low-lying area; bus stand; local market; hilly terrain; old town area; main bridge; railway crossing,Gujarat,Rajkot,ZONE-4,8,282.0,16-02-2026 03:14,16-02-2026 07:56,ERSS-014131; ERSS-047944; ERSS-030673; ERSS-021480; ERSS-011143; ERSS-002667; ERSS-007934; ERSS-025427,237,43,81.9,train
