incident_id,timestamp,state,district,zone,call_type,text,severity,hazard_type
ERSS-048008,2025-11-15 05:29:00,Assam,Dibrugarh,ZONE-5,Rescue,"Rescue operation required in the low-lying area in Dibrugarh, Assam. 2 person(s) affected, no major injuries reported. Dispatch requested for rescue rope and ladder and NDRF rescue team.",LOW,FLOOD
ERSS-048009,2025-04-24 15:13:00,Assam,Barpeta,ZONE-3,Rescue,"Rescue operation required in the riverside settlement in Barpeta, Assam. 6 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder.",MEDIUM,FLOOD
ERSS-048010,2025-04-03 10:01:00,Kerala,Kochi,ZONE-2,Flooding,"Flooding reported near the local market in Kochi, Kerala. 1 person(s) affected, no major injuries reported. Dispatch requested for rescue boat.",LOW,FLOOD
ERSS-048011,2025-08-10 00:12:00,Gujarat,Ahmedabad,ZONE-2,Flooding,"Flooding reported in a residential colony in Ahmedabad, Gujarat. 18 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat.",HIGH,FLOOD
ERSS-048012,2025-01-09 23:25:00,Tamil Nadu,Tiruppur,ZONE-4,Waterlogging,"Waterlogging reported close to the river bank in Tiruppur, Tamil Nadu. 1 person(s) affected, no major injuries reported. Dispatch requested for water pump and sandbags.",LOW,FLOOD
ERSS-048013,2025-12-25 06:15:00,Tamil Nadu,Madurai,ZONE-1,Medical Emergency,"Medical emergency reported in a residential colony in Madurai, Tamil Nadu. 6 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-048014,2025-04-03 20:01:00,Gujarat,Vadodara,ZONE-2,Flooding,"Flooding reported at the railway crossing in Vadodara, Gujarat. 12 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat.",HIGH,FLOOD
ERSS-048015,2025-12-21 12:10:00,Uttar Pradesh,Varanasi,ZONE-3,Flooding,"Flooding reported in the riverside settlement in Varanasi, Uttar Pradesh. 5 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-048016,2025-10-16 17:33:00,Bihar,Bhagalpur,ZONE-3,Medical Emergency,"Medical emergency reported in the riverside settlement in Bhagalpur, Bihar. 14 people affected including elderly and children, some injuries reported. Dispatch requested for medical first-aid kit and emergency medical team.",HIGH,FLOOD
ERSS-048017,2025-02-16 19:08:00,Karnataka,Mysuru,ZONE-2,Waterlogging,"Waterlogging reported in the low-lying area in Mysuru, Karnataka. 71 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for water pump and road clearance team.",CRITICAL,FLOOD
ERSS-048018,2025-01-12 01:09:00,Maharashtra,Nashik,ZONE-2,Waterlogging,"Waterlogging reported in a residential colony in Nashik, Maharashtra. 18 people affected including elderly and children, some injuries reported. Dispatch requested for drainage team.",HIGH,FLOOD
ERSS-048019,2025-05-27 16:53:00,Karnataka,Kodagu,ZONE-1,Flooding,"Flooding reported near the village school in Kodagu, Karnataka. 6 people affected, minor injuries reported. Dispatch requested for rescue boat.",MEDIUM,FLOOD
ERSS-048020,2025-12-29 10:04:00,Uttar Pradesh,Prayagraj,ZONE-1,Flooding,"Flooding reported in a residential colony in Prayagraj, Uttar Pradesh. 3 people affected, minor injuries reported. Dispatch requested for rescue boat.",MEDIUM,FLOOD
ERSS-048021,2025-11-13 10:02:00,Gujarat,Surat,ZONE-3,Rescue,"Rescue operation required near the main bridge in Surat, Gujarat. 16 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF rescue team.",HIGH,FLOOD
ERSS-048022,2025-12-08 03:19:00,Odisha,Balasore,ZONE-4,Rescue,"Rescue operation required in the low-lying area in Balasore, Odisha. 15 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF rescue team and ambulance.",HIGH,FLOOD
ERSS-048023,2025-01-28 00:06:00,West Bengal,Murshidabad,ZONE-2,Waterlogging,"Waterlogging reported near the village school in Murshidabad, West Bengal. 16 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags.",HIGH,FLOOD
ERSS-048024,2025-12-04 14:09:00,Tamil Nadu,Chennai,ZONE-4,Rescue,"Rescue operation required at the railway crossing in Chennai, Tamil Nadu. 7 people affected, minor injuries reported. Dispatch requested for NDRF rescue team and fire and rescue unit.",MEDIUM,FLOOD
ERSS-048025,2025-05-27 10:45:00,Tamil Nadu,Thanjavur,ZONE-4,Flooding,"Flooding reported at the railway crossing in Thanjavur, Tamil Nadu. 6 people affected, minor injuries reported. Dispatch requested for life jackets and water pump.",MEDIUM,FLOOD
ERSS-048026,2025-03-05 03:46:00,Kerala,Kochi,ZONE-1,Rescue,"Rescue operation required in the riverside settlement in Kochi, Kerala. 17 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-048027,2025-10-31 20:38:00,Uttar Pradesh,Kanpur,ZONE-2,Road Blockage,"Road blockage reported in the old town area in Kanpur, Uttar Pradesh. 19 people affected including elderly and children, some injuries reported. Dispatch requested for earthmover (JCB) and tow truck.",HIGH,FLOOD
ERSS-048028,2025-03-02 21:34:00,Bihar,Darbhanga,ZONE-3,Waterlogging,"Waterlogging reported close to the river bank in Darbhanga, Bihar. 39 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for sandbags.",CRITICAL,FLOOD
ERSS-048029,2025-06-30 06:42:00,Odisha,Balasore,ZONE-4,Rescue,"Rescue operation required in the low-lying area in Balasore, Odisha. 3 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder.",MEDIUM,FLOOD
ERSS-048030,2025-08-05 02:37:00,Karnataka,Udupi,ZONE-1,Rescue,"Rescue operation required near the village school in Udupi, Karnataka. 20 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-048031,2025-12-21 03:53:00,Uttar Pradesh,Gorakhpur,ZONE-2,Flooding,"Flooding reported in the low-lying area in Gorakhpur, Uttar Pradesh. 3 people affected, minor injuries reported. Dispatch requested for life jackets.",MEDIUM,FLOOD
ERSS-048032,2025-08-03 17:58:00,Maharashtra,Pune,ZONE-5,Waterlogging,"Waterlogging reported close to the river bank in Pune, Maharashtra. 18 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance team.",HIGH,FLOOD
ERSS-048033,2025-01-02 05:47:00,Maharashtra,Kolhapur,ZONE-2,Flooding,"Flooding reported in the low-lying area in Kolhapur, Maharashtra. 5 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-048034,2026-01-13 02:29:00,Odisha,Puri,ZONE-2,Flooding,"Flooding reported in the low-lying area in Puri, Odisha. 7 people affected, minor injuries reported. Dispatch requested for life jackets.",MEDIUM,FLOOD
ERSS-048035,2025-10-21 10:20:00,Bihar,Gaya,ZONE-2,Waterlogging,"Waterlogging reported in the low-lying area in Gaya, Bihar. 19 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance team.",HIGH,FLOOD
ERSS-048036,2025-11-27 10:13:00,Bihar,Bhagalpur,ZONE-4,Waterlogging,"Waterlogging reported in the old town area in Bhagalpur, Bihar. 17 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags.",HIGH,FLOOD
ERSS-048037,2025-09-06 00:33:00,Gujarat,Vadodara,ZONE-3,Flooding,"Flooding reported in the hilly terrain in Vadodara, Gujarat. 5 people affected, minor injuries reported. Dispatch requested for life jackets.",MEDIUM,FLOOD
ERSS-048038,2026-02-16 13:17:00,Kerala,Kozhikode,ZONE-4,Flooding,"Flooding reported in the riverside settlement in Kozhikode, Kerala. 8 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat and life jackets.",HIGH,FLOOD
ERSS-048039,2025-08-17 19:32:00,Tamil Nadu,Coimbatore,ZONE-3,Road Blockage,"Road blockage reported at the highway junction in Coimbatore, Tamil Nadu. 7 people affected, minor injuries reported. Dispatch requested for tow truck.",MEDIUM,FLOOD
ERSS-048040,2025-03-20 04:28:00,Tamil Nadu,Chennai,ZONE-2,Waterlogging,"Waterlogging reported at the railway crossing in Chennai, Tamil Nadu. 3 people affected, minor injuries reported. Dispatch requested for sandbags and road clearance team.",MEDIUM,FLOOD
ERSS-048041,2025-06-16 19:59:00,Kerala,Thrissur,ZONE-2,Waterlogging,"Waterlogging reported at the railway crossing in Thrissur, Kerala. 77 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for road clearance team and drainage team.",CRITICAL,FLOOD
ERSS-048042,2025-08-29 10:29:00,Uttar Pradesh,Prayagraj,ZONE-4,Flooding,"Flooding reported near the government hospital in Prayagraj, Uttar Pradesh. 1 person(s) affected, no major injuries reported. Dispatch requested for rescue boat.",LOW,FLOOD
ERSS-048043,2025-11-30 16:42:00,Tamil Nadu,Tiruppur,ZONE-4,Rescue,"Rescue operation required in a residential colony in Tiruppur, Tamil Nadu. 78 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for rescue rope and ladder and fire and rescue unit.",CRITICAL,FLOOD
ERSS-048044,2025-02-10 13:38:00,West Bengal,Kolkata,ZONE-1,Medical Emergency,"Medical emergency reported in the low-lying area in Kolkata, West Bengal. 14 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-048045,2025-07-28 07:54:00,Maharashtra,Nashik,ZONE-4,Flooding,"Flooding reported near the local market in Nashik, Maharashtra. 1 person(s) affected, no major injuries reported. Dispatch requested for life jackets.",LOW,FLOOD
ERSS-048046,2026-01-15 16:11:00,Uttar Pradesh,Lucknow,ZONE-1,Rescue,"Rescue operation required near the bus stand in Lucknow, Uttar Pradesh. 20 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-048047,2025-09-12 09:48:00,Odisha,Cuttack,ZONE-3,Rescue,"Rescue operation required near the government hospital in Cuttack, Odisha. 20 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-048048,2025-03-20 05:37:00,Tamil Nadu,Madurai,ZONE-1,Rescue,"Rescue operation required near the main bridge in Madurai, Tamil Nadu. 7 people affected, minor injuries reported. Dispatch requested for fire and rescue unit and ambulance.",MEDIUM,FLOOD
ERSS-048049,2025-08-23 13:44:00,Kerala,Thrissur,ZONE-3,Flooding,"Flooding reported at the railway crossing in Thrissur, Kerala. 7 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team and relief supplies.",MEDIUM,FLOOD
ERSS-048050,2025-10-02 19:44:00,Assam,Barpeta,ZONE-4,Road Blockage,"Road blockage reported at the highway junction in Barpeta, Assam. 55 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for traffic police team and tow truck.",CRITICAL,FLOOD
ERSS-048051,2025-08-26 21:30:00,Bihar,Bhagalpur,ZONE-3,Flooding,"Flooding reported on the national highway in Bhagalpur, Bihar. 7 people affected, minor injuries reported. Dispatch requested for rescue boat and relief supplies.",MEDIUM,FLOOD
ERSS-048052,2026-01-09 17:06:00,Kerala,Alappuzha,ZONE-2,Rescue,"Rescue operation required at the railway crossing in Alappuzha, Kerala. 11 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit and ambulance.",HIGH,FLOOD
ERSS-048053,2025-06-24 09:25:00,Karnataka,Udupi,ZONE-2,Flooding,"Flooding reported near the government hospital in Udupi, Karnataka. 1 person(s) affected, no major injuries reported. Dispatch requested for relief supplies and life jackets.",LOW,FLOOD
ERSS-048054,2025-09-09 21:47:00,Karnataka,Udupi,ZONE-3,Flooding,"Flooding reported in the low-lying area in Udupi, Karnataka. 7 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-048055,2025-06-20 12:48:00,Karnataka,Udupi,ZONE-3,Rescue,"Rescue operation required in the hilly terrain in Udupi, Karnataka. 4 people affected, minor injuries reported. Dispatch requested for NDRF rescue team.",MEDIUM,FLOOD
ERSS-048056,2025-07-27 18:51:00,Assam,Dhemaji,ZONE-5,Waterlogging,"Waterlogging reported on the national highway in Dhemaji, Assam. 4 people affected, minor injuries reported. Dispatch requested for sandbags and water pump.",MEDIUM,FLOOD
ERSS-048057,2025-09-24 23:52:00,Tamil Nadu,Chennai,ZONE-3,Road Blockage,"Road blockage reported at the railway crossing in Chennai, Tamil Nadu. 7 people affected, minor injuries reported. Dispatch requested for tow truck.",MEDIUM,FLOOD
ERSS-048058,2026-01-15 06:21:00,Uttar Pradesh,Prayagraj,ZONE-3,Rescue,"Rescue operation required near the industrial area in Prayagraj, Uttar Pradesh. 15 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-048059,2025-09-26 08:59:00,Kerala,Kottayam,ZONE-4,Rescue,"Rescue operation required near the main bridge in Kottayam, Kerala. 5 people affected, minor injuries reported. Dispatch requested for NDRF rescue team and rescue rope and ladder.",MEDIUM,FLOOD
ERSS-048060,2025-06-19 15:59:00,Karnataka,Udupi,ZONE-3,Rescue,"Rescue operation required in the old town area in Udupi, Karnataka. 20 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF rescue team.",HIGH,FLOOD
ERSS-048061,2025-03-04 02:07:00,Kerala,Alappuzha,ZONE-2,Flooding,"Flooding reported on the national highway in Alappuzha, Kerala. 4 people affected, minor injuries reported. Dispatch requested for life jackets and NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-048062,2025-09-29 14:23:00,Maharashtra,Mumbai,ZONE-4,Flooding,"Flooding reported on the national highway in Mumbai, Maharashtra. 6 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-048063,2025-12-31 10:22:00,Karnataka,Bengaluru,ZONE-4,Rescue,"Rescue operation required in a residential colony in Bengaluru, Karnataka. 20 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-048064,2025-12-20 07:54:00,Maharashtra,Mumbai,ZONE-2,Road Blockage,"Road blockage reported close to the river bank in Mumbai, Maharashtra. 3 person(s) affected, no major injuries reported. Dispatch requested for earthmover (JCB).",LOW,FLOOD
ERSS-048065,2025-07-04 04:21:00,Gujarat,Vadodara,ZONE-5,Flooding,"Flooding reported in a residential colony in Vadodara, Gujarat. 1 person(s) affected, no major injuries reported. Dispatch requested for life jackets.",LOW,FLOOD
ERSS-048066,2025-12-08 20:20:00,Kerala,Kottayam,ZONE-2,Waterlogging,"Waterlogging reported near the local market in Kottayam, Kerala. 15 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for drainage team.",CRITICAL,FLOOD
ERSS-048067,2025-11-01 17:44:00,Gujarat,Bharuch,ZONE-2,Rescue,"Rescue operation required on the national highway in Bharuch, Gujarat. 73 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for fire and rescue unit.",CRITICAL,FLOOD
ERSS-048068,2025-01-22 12:21:00,Assam,Dhemaji,ZONE-5,Waterlogging,"Waterlogging reported in the riverside settlement in Dhemaji, Assam. 17 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance team.",HIGH,FLOOD
ERSS-048069,2025-05-24 06:59:00,Odisha,Balasore,ZONE-2,Flooding,"Flooding reported near the government hospital in Balasore, Odisha. 8 people affected, minor injuries reported. Dispatch requested for relief supplies and NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-048070,2025-08-10 10:50:00,Bihar,Muzaffarpur,ZONE-5,Waterlogging,"Waterlogging reported in a residential colony in Muzaffarpur, Bihar. 10 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags.",HIGH,FLOOD
ERSS-048071,2025-09-13 18:08:00,Kerala,Kottayam,ZONE-3,Rescue,"Rescue operation required near the main bridge in Kottayam, Kerala. 17 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-048072,2026-01-16 03:09:00,Gujarat,Surat,ZONE-2,Rescue,"Rescue operation required near the bus stand in Surat, Gujarat. 17 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder.",HIGH,FLOOD
ERSS-048073,2025-10-23 02:01:00,Tamil Nadu,Coimbatore,ZONE-5,Rescue,"Rescue operation required in the low-lying area in Coimbatore, Tamil Nadu. 15 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-048074,2025-05-12 01:35:00,Maharashtra,Nashik,ZONE-4,Rescue,"Rescue operation required near the village school in Nashik, Maharashtra. 7 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-048075,2026-01-20 08:35:00,Gujarat,Rajkot,ZONE-3,Waterlogging,"Waterlogging reported on the national highway in Rajkot, Gujarat. 17 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags and drainage team.",HIGH,FLOOD
ERSS-048076,2025-12-06 01:02:00,Bihar,Darbhanga,ZONE-3,Medical Emergency,"Medical emergency reported in the low-lying area in Darbhanga, Bihar. 12 people affected including elderly and children, some injuries reported. Dispatch requested for emergency medical team.",HIGH,FLOOD
ERSS-048077,2025-04-15 14:31:00,Odisha,Puri,ZONE-4,Flooding,"Flooding reported near the bus stand in Puri, Odisha. 66 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for water pump.",CRITICAL,FLOOD
ERSS-048078,2025-10-13 16:45:00,Karnataka,Mysuru,ZONE-5,Flooding,"Flooding reported near the local market in Mysuru, Karnataka. 5 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-048079,2025-11-26 00:17:00,West Bengal,Darjeeling,ZONE-5,Flooding,"Flooding reported near the government hospital in Darjeeling, West Bengal. 5 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-048080,2025-02-12 02:09:00,Gujarat,Vadodara,ZONE-5,Flooding,"Flooding reported near the main bridge in Vadodara, Gujarat. 13 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat.",HIGH,FLOOD
ERSS-048081,2025-06-10 18:10:00,Kerala,Thrissur,ZONE-1,Medical Emergency,"Medical emergency reported in the hilly terrain in Thrissur, Kerala. 17 people affected including elderly and children, some injuries reported. Dispatch requested for emergency medical team.",HIGH,FLOOD
ERSS-048082,2025-02-17 09:56:00,Odisha,Balasore,ZONE-4,Road Blockage,"Road blockage reported at the railway crossing in Balasore, Odisha. 3 person(s) affected, no major injuries reported. Dispatch requested for earthmover (JCB) and road clearance crew.",LOW,FLOOD
ERSS-048083,2025-07-30 05:07:00,Maharashtra,Pune,ZONE-4,Rescue,"Rescue operation required on the national highway in Pune, Maharashtra. 9 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF rescue team and fire and rescue unit.",HIGH,FLOOD
ERSS-048084,2025-12-26 13:38:00,Karnataka,Mangaluru,ZONE-2,Rescue,"Rescue operation required near the government hospital in Mangaluru, Karnataka. 47 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for ambulance.",CRITICAL,FLOOD
ERSS-048085,2025-10-26 05:32:00,Odisha,Cuttack,ZONE-1,Flooding,"Flooding reported in a residential colony in Cuttack, Odisha. 79 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF flood rescue team.",CRITICAL,FLOOD
ERSS-048086,2025-10-04 07:05:00,Assam,Dhemaji,ZONE-5,Flooding,"Flooding reported near the main bridge in Dhemaji, Assam. 12 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF flood rescue team and rescue boat.",HIGH,FLOOD
ERSS-048087,2025-05-23 06:56:00,Tamil Nadu,Coimbatore,ZONE-5,Flooding,"Flooding reported in a residential colony in Coimbatore, Tamil Nadu. 51 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF flood rescue team.",CRITICAL,FLOOD
ERSS-048088,2025-11-23 16:08:00,Assam,Dhemaji,ZONE-3,Road Blockage,"Road blockage reported near the government hospital in Dhemaji, Assam. 7 people affected, minor injuries reported. Dispatch requested for earthmover (JCB).",MEDIUM,FLOOD
ERSS-048089,2025-03-04 21:17:00,Gujarat,Bharuch,ZONE-3,Medical Emergency,"Medical emergency reported near the main bridge in Bharuch, Gujarat. 2 person(s) affected, no major injuries reported. Dispatch requested for emergency medical team and paramedic team.",LOW,FLOOD
ERSS-048090,2025-05-22 14:56:00,Tamil Nadu,Coimbatore,ZONE-4,Medical Emergency,"Medical emergency reported on the national highway in Coimbatore, Tamil Nadu. 15 people affected including elderly and children, some injuries reported. Dispatch requested for paramedic team.",HIGH,FLOOD
ERSS-048091,2025-06-01 01:40:00,Gujarat,Bharuch,ZONE-4,Medical Emergency,"Medical emergency reported on the national highway in Bharuch, Gujarat. 68 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for emergency medical team.",CRITICAL,FLOOD
ERSS-048092,2025-03-01 08:50:00,Maharashtra,Nagpur,ZONE-1,Waterlogging,"Waterlogging reported on the national highway in Nagpur, Maharashtra. 6 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-048093,2025-09-08 10:07:00,Tamil Nadu,Madurai,ZONE-3,Road Blockage,"Road blockage reported in the hilly terrain in Madurai, Tamil Nadu. 5 people affected, minor injuries reported. Dispatch requested for earthmover (JCB).",MEDIUM,FLOOD
ERSS-048094,2025-12-09 21:07:00,West Bengal,Murshidabad,ZONE-4,Rescue,"Rescue operation required on the national highway in Murshidabad, West Bengal. 1 person(s) affected, no major injuries reported. Dispatch requested for NDRF rescue team.",LOW,FLOOD
ERSS-048095,2025-08-25 05:05:00,Bihar,Muzaffarpur,ZONE-1,Rescue,"Rescue operation required near the main bridge in Muzaffarpur, Bihar. 3 person(s) affected, no major injuries reported. Dispatch requested for rescue rope and ladder.",LOW,FLOOD
ERSS-048096,2025-04-27 21:12:00,Maharashtra,Mumbai,ZONE-1,Road Blockage,"Road blockage reported near the bus stand in Mumbai, Maharashtra. 4 people affected, minor injuries reported. Dispatch requested for earthmover (JCB).",MEDIUM,FLOOD
ERSS-048097,2026-02-21 15:33:00,Assam,Barpeta,ZONE-4,Flooding,"Flooding reported in the hilly terrain in Barpeta, Assam. 20 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for water pump.",CRITICAL,FLOOD
ERSS-048098,2025-11-20 22:47:00,Kerala,Alappuzha,ZONE-5,Rescue,"Rescue operation required at the railway crossing in Alappuzha, Kerala. 8 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF rescue team and ambulance.",HIGH,FLOOD
ERSS-048099,2025-01-12 22:56:00,Kerala,Thrissur,ZONE-4,Medical Emergency,"Medical emergency reported near the village school in Thrissur, Kerala. 11 people affected including elderly and children, some injuries reported. Dispatch requested for emergency medical team.",HIGH,FLOOD
ERSS-048100,2025-03-19 16:08:00,Bihar,Muzaffarpur,ZONE-2,Waterlogging,"Waterlogging reported close to the river bank in Muzaffarpur, Bihar. 14 people affected including elderly and children, some injuries reported. Dispatch requested for water pump and sandbags.",HIGH,FLOOD
ERSS-048101,2025-02-02 05:29:00,Bihar,Gaya,ZONE-5,Waterlogging,"Waterlogging reported in the low-lying area in Gaya, Bihar. 16 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags.",HIGH,FLOOD
ERSS-048102,2025-10-21 08:11:00,West Bengal,Darjeeling,ZONE-3,Medical Emergency,"Medical emergency reported in the old town area in Darjeeling, West Bengal. 6 people affected, minor injuries reported. Dispatch requested for emergency medical team.",MEDIUM,FLOOD
ERSS-048103,2025-09-01 03:03:00,Kerala,Kottayam,ZONE-1,Flooding,"Flooding reported at the highway junction in Kottayam, Kerala. 3 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team and rescue boat.",MEDIUM,FLOOD
ERSS-048104,2025-04-08 12:33:00,Assam,Dhemaji,ZONE-2,Flooding,"Flooding reported in the riverside settlement in Dhemaji, Assam. 6 people affected, minor injuries reported. Dispatch requested for rescue boat and life jackets.",MEDIUM,FLOOD
ERSS-048105,2025-08-20 08:27:00,Tamil Nadu,Thanjavur,ZONE-2,Rescue,"Rescue operation required in the low-lying area in Thanjavur, Tamil Nadu. 5 people affected, minor injuries reported. Dispatch requested for NDRF rescue team.",MEDIUM,FLOOD
ERSS-048106,2025-06-06 08:51:00,Assam,Barpeta,ZONE-3,Flooding,"Flooding reported at the highway junction in Barpeta, Assam. 12 people affected including elderly and children, some injuries reported. Dispatch requested for water pump and relief supplies.",HIGH,FLOOD
ERSS-048107,2025-05-09 17:16:00,Odisha,Kendrapara,ZONE-4,Flooding,"Flooding reported in the old town area in Kendrapara, Odisha. 8 people affected, minor injuries reported. Dispatch requested for life jackets and NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-048108,2025-12-31 01:07:00,Kerala,Kottayam,ZONE-3,Rescue,"Rescue operation required near the local market in Kottayam, Kerala. 16 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance and NDRF rescue team.",HIGH,FLOOD
ERSS-048109,2025-08-05 18:34:00,Bihar,Patna,ZONE-5,Rescue,"Rescue operation required near the main bridge in Patna, Bihar. 3 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder and NDRF rescue team.",MEDIUM,FLOOD
ERSS-048110,2025-08-10 20:38:00,Odisha,Balasore,ZONE-1,Rescue,"Rescue operation required at the railway crossing in Balasore, Odisha. 2 person(s) affected, no major injuries reported. Dispatch requested for fire and rescue unit and ambulance.",LOW,FLOOD
ERSS-048111,2025-03-08 06:53:00,Assam,Barpeta,ZONE-5,Waterlogging,"Waterlogging reported in the low-lying area in Barpeta, Assam. 6 people affected, minor injuries reported. Dispatch requested for drainage team.",MEDIUM,FLOOD
ERSS-048112,2025-04-22 02:29:00,Odisha,Bhubaneswar,ZONE-4,Rescue,"Rescue operation required close to the river bank in Bhubaneswar, Odisha. 80 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for fire and rescue unit and NDRF rescue team.",CRITICAL,FLOOD
ERSS-048113,2026-01-16 15:04:00,Tamil Nadu,Thanjavur,ZONE-4,Flooding,"Flooding reported in the old town area in Thanjavur, Tamil Nadu. 48 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for water pump.",CRITICAL,FLOOD
ERSS-048114,2025-09-11 12:40:00,Odisha,Balasore,ZONE-1,Medical Emergency,"Medical emergency reported in the old town area in Balasore, Odisha. 17 people affected including elderly and children, some injuries reported. Dispatch requested for paramedic team.",HIGH,FLOOD
ERSS-048115,2025-10-16 08:35:00,West Bengal,Kolkata,ZONE-5,Waterlogging,"Waterlogging reported in the riverside settlement in Kolkata, West Bengal. 15 people affected including elderly and children, some injuries reported. Dispatch requested for water pump and sandbags.",HIGH,FLOOD
ERSS-048116,2026-01-30 07:23:00,Maharashtra,Nagpur,ZONE-4,Rescue,"Rescue operation required near the government hospital in Nagpur, Maharashtra. 1 person(s) affected, no major injuries reported. Dispatch requested for ambulance.",LOW,FLOOD
ERSS-048117,2025-03-16 23:25:00,Bihar,Patna,ZONE-2,Flooding,"Flooding reported on the national highway in Patna, Bihar. 7 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-048118,2025-03-22 17:39:00,Maharashtra,Nagpur,ZONE-4,Road Blockage,"Road blockage reported near the village school in Nagpur, Maharashtra. 11 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance crew and traffic police team.",HIGH,FLOOD
ERSS-048119,2025-07-05 10:32:00,Maharashtra,Mumbai,ZONE-5,Road Blockage,"Road blockage reported near the bus stand in Mumbai, Maharashtra. 13 people affected including elderly and children, some injuries reported. Dispatch requested for earthmover (JCB).",HIGH,FLOOD
ERSS-048120,2025-09-30 05:03:00,Maharashtra,Mumbai,ZONE-3,Flooding,"Flooding reported at the highway junction in Mumbai, Maharashtra. 75 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for rescue boat and water pump.",CRITICAL,FLOOD
